State,District,Year,Month,Hour,Weather_Condition,Road_Type,Vehicle_Type,Cause_of_Accident,Accident_Severity
Uttar Pradesh,Ahmedabad,2019,2,15,Rainy,Rural Road,Bus,Signal Jumping,Grievous Injury
Maharashtra,Pune,2019,4,21,Foggy,National Highway,Car,Wrong Side Driving,Fatal
Uttar Pradesh,Nagpur,2022,4,11,Foggy,National Highway,Truck,Drunk Driving,Fatal
Maharashtra,Chennai,2020,3,3,Cloudy,Urban Road,Truck,Drunk Driving,Grievous Injury
Rajasthan,Ahmedabad,2019,9,21,Clear,Urban Road,Auto Rickshaw,Signal Jumping,Minor Injury
Uttar Pradesh,Bhopal,2023,6,11,Foggy,State Highway,Auto Rickshaw,Mechanical Failure,Grievous Injury
Andhra Pradesh,Jaipur,2020,5,6,Foggy,State Highway,Truck,Wrong Side Driving,Minor Injury
Andhra Pradesh,Bhopal,2021,12,19,Foggy,National Highway,Car,Poor Road Condition,Minor Injury
Madhya Pradesh,Nagpur,2023,12,21,Clear,State Highway,Bus,Poor Road Condition,Minor Injury
Tamil Nadu,Chennai,2022,6,2,Cloudy,Rural Road,Bus,Drunk Driving,Minor Injury
Maharashtra,Kochi,2023,11,4,Rainy,Rural Road,Truck,Overspeeding,Grievous Injury
Maharashtra,Ahmedabad,2017,8,11,Clear,Rural Road,Bus,Drunk Driving,Grievous Injury
Tamil Nadu,Pune,2017,5,11,Clear,Urban Road,Auto Rickshaw,Mechanical Failure,Fatal
Gujarat,Ahmedabad,2021,4,19,Foggy,State Highway,Bus,Signal Jumping,Grievous Injury
Madhya Pradesh,Jaipur,2021,7,22,Rainy,State Highway,Two-Wheeler,Overspeeding,Grievous Injury
Gujarat,Pune,2023,12,21,Clear,National Highway,Auto Rickshaw,Wrong Side Driving,Grievous Injury
Gujarat,Kochi,2022,5,6,Foggy,Urban Road,Auto Rickshaw,Wrong Side Driving,Grievous Injury
Gujarat,Kochi,2022,4,21,Clear,Urban Road,Truck,Poor Road Condition,Minor Injury
Tamil Nadu,Hyderabad,2018,5,11,Foggy,Urban Road,Truck,Signal Jumping,Fatal
Gujarat,Pune,2019,11,1,Rainy,Rural Road,Bus,Overspeeding,Grievous Injury
Andhra Pradesh,Mumbai,2019,4,13,Rainy,Urban Road,Bus,Overspeeding,Grievous Injury
Karnataka,Chennai,2019,8,22,Foggy,State Highway,Truck,Overspeeding,Grievous Injury
Rajasthan,Mumbai,2020,8,15,Cloudy,National Highway,Car,Signal Jumping,Minor Injury
Maharashtra,Kochi,2018,1,23,Clear,State Highway,Bus,Signal Jumping,Minor Injury
Maharashtra,Pune,2023,12,6,Cloudy,Urban Road,Car,Wrong Side Driving,Minor Injury
Rajasthan,Hyderabad,2019,3,3,Clear,National Highway,Auto Rickshaw,Drunk Driving,Grievous Injury
Tamil Nadu,Ahmedabad,2020,11,19,Rainy,Rural Road,Two-Wheeler,Mechanical Failure,Grievous Injury
Uttar Pradesh,Ahmedabad,2020,4,4,Clear,National Highway,Car,Wrong Side Driving,Minor Injury
Tamil Nadu,Ahmedabad,2017,2,13,Foggy,Urban Road,Bus,Poor Road Condition,Minor Injury
Maharashtra,Hyderabad,2020,5,8,Foggy,Urban Road,Truck,Poor Road Condition,Grievous Injury
Maharashtra,Nagpur,2021,11,4,Foggy,National Highway,Truck,Poor Road Condition,Fatal
Rajasthan,Pune,2022,8,1,Cloudy,Urban Road,Two-Wheeler,Overspeeding,Minor Injury
Gujarat,Mumbai,2020,12,4,Rainy,Urban Road,Two-Wheeler,Drunk Driving,Minor Injury
Tamil Nadu,Chennai,2021,2,2,Rainy,Urban Road,Auto Rickshaw,Mechanical Failure,Grievous Injury
Telangana,Kochi,2021,9,9,Rainy,Urban Road,Car,Overspeeding,Minor Injury
Rajasthan,Chennai,2017,7,7,Foggy,National Highway,Two-Wheeler,Signal Jumping,Minor Injury
Andhra Pradesh,Kochi,2023,6,9,Rainy,National Highway,Auto Rickshaw,Drunk Driving,Grievous Injury
Maharashtra,Pune,2017,8,1,Cloudy,State Highway,Auto Rickshaw,Signal Jumping,Grievous Injury
Rajasthan,Pune,2020,2,13,Cloudy,Rural Road,Auto Rickshaw,Mechanical Failure,Grievous Injury
Tamil Nadu,Bhopal,2017,5,3,Cloudy,Rural Road,Bus,Poor Road Condition,Fatal
Maharashtra,Mumbai,2017,4,20,Foggy,State Highway,Two-Wheeler,Mechanical Failure,Minor Injury
Uttar Pradesh,Jaipur,2023,8,11,Clear,National Highway,Truck,Overspeeding,Minor Injury
Rajasthan,Kochi,2022,1,19,Rainy,State Highway,Auto Rickshaw,Signal Jumping,Fatal
Madhya Pradesh,Bengaluru,2019,12,13,Cloudy,Urban Road,Truck,Wrong Side Driving,Grievous Injury
Maharashtra,Jaipur,2020,3,15,Clear,Urban Road,Bus,Poor Road Condition,Grievous Injury
Tamil Nadu,Ahmedabad,2023,10,4,Clear,Rural Road,Car,Wrong Side Driving,Fatal
Karnataka,Chennai,2020,8,15,Cloudy,National Highway,Bus,Signal Jumping,Grievous Injury
Telangana,Pune,2020,5,3,Cloudy,Rural Road,Bus,Mechanical Failure,Grievous Injury
Kerala,Bengaluru,2017,4,2,Rainy,State Highway,Two-Wheeler,Poor Road Condition,Minor Injury
Gujarat,Kochi,2022,6,0,Rainy,Rural Road,Auto Rickshaw,Drunk Driving,Minor Injury
Kerala,Nagpur,2017,12,3,Clear,Rural Road,Bus,Poor Road Condition,Grievous Injury
Tamil Nadu,Kochi,2021,5,8,Clear,Urban Road,Auto Rickshaw,Signal Jumping,Grievous Injury
Andhra Pradesh,Chennai,2018,3,0,Clear,Rural Road,Truck,Overspeeding,Minor Injury
Andhra Pradesh,Kochi,2018,11,15,Foggy,State Highway,Car,Wrong Side Driving,Minor Injury
Karnataka,Kochi,2023,5,22,Clear,National Highway,Car,Poor Road Condition,Minor Injury
Gujarat,Hyderabad,2018,4,2,Foggy,Rural Road,Truck,Overspeeding,Minor Injury
Madhya Pradesh,Mumbai,2023,1,23,Rainy,National Highway,Two-Wheeler,Drunk Driving,Grievous Injury
Karnataka,Jaipur,2019,1,5,Clear,State Highway,Truck,Wrong Side Driving,Minor Injury
Kerala,Nagpur,2017,7,12,Rainy,Rural Road,Truck,Wrong Side Driving,Minor Injury
Karnataka,Pune,2021,4,16,Clear,National Highway,Two-Wheeler,Wrong Side Driving,Minor Injury
Kerala,Kochi,2021,1,14,Rainy,Urban Road,Two-Wheeler,Poor Road Condition,Grievous Injury
Maharashtra,Nagpur,2018,6,20,Clear,Urban Road,Bus,Overspeeding,Fatal
Andhra Pradesh,Bhopal,2022,11,11,Foggy,State Highway,Auto Rickshaw,Mechanical Failure,Grievous Injury
Maharashtra,Kochi,2019,12,7,Cloudy,Rural Road,Car,Overspeeding,Minor Injury
Telangana,Hyderabad,2023,11,15,Rainy,State Highway,Two-Wheeler,Mechanical Failure,Grievous Injury
Gujarat,Hyderabad,2019,12,2,Rainy,National Highway,Two-Wheeler,Poor Road Condition,Minor Injury
Madhya Pradesh,Bengaluru,2018,11,3,Cloudy,National Highway,Bus,Signal Jumping,Grievous Injury
Kerala,Ahmedabad,2023,11,6,Clear,State Highway,Bus,Wrong Side Driving,Minor Injury
Madhya Pradesh,Chennai,2023,1,14,Foggy,National Highway,Auto Rickshaw,Overspeeding,Minor Injury
Kerala,Jaipur,2018,8,10,Foggy,State Highway,Two-Wheeler,Drunk Driving,Minor Injury
Tamil Nadu,Bhopal,2017,12,15,Foggy,State Highway,Two-Wheeler,Drunk Driving,Minor Injury
Karnataka,Chennai,2022,9,21,Clear,Urban Road,Bus,Mechanical Failure,Minor Injury
Telangana,Chennai,2019,11,13,Rainy,National Highway,Truck,Mechanical Failure,Minor Injury
Andhra Pradesh,Bengaluru,2021,3,22,Clear,State Highway,Auto Rickshaw,Wrong Side Driving,Minor Injury
Kerala,Hyderabad,2018,7,12,Foggy,Urban Road,Two-Wheeler,Mechanical Failure,Grievous Injury
Madhya Pradesh,Mumbai,2017,5,8,Cloudy,State Highway,Car,Drunk Driving,Minor Injury
Telangana,Nagpur,2021,3,17,Foggy,National Highway,Car,Overspeeding,Minor Injury
Uttar Pradesh,Pune,2019,5,2,Rainy,Urban Road,Bus,Overspeeding,Minor Injury
Uttar Pradesh,Mumbai,2018,10,19,Clear,National Highway,Car,Mechanical Failure,Fatal
Maharashtra,Mumbai,2023,7,21,Clear,Rural Road,Bus,Mechanical Failure,Minor Injury
Andhra Pradesh,Ahmedabad,2022,7,4,Foggy,Rural Road,Truck,Poor Road Condition,Minor Injury
Tamil Nadu,Ahmedabad,2018,9,21,Rainy,Rural Road,Bus,Drunk Driving,Minor Injury
Madhya Pradesh,Mumbai,2022,8,23,Rainy,Rural Road,Two-Wheeler,Signal Jumping,Grievous Injury
Karnataka,Hyderabad,2017,4,1,Cloudy,Urban Road,Car,Overspeeding,Minor Injury
Karnataka,Chennai,2017,5,21,Foggy,National Highway,Two-Wheeler,Mechanical Failure,Fatal
Madhya Pradesh,Nagpur,2019,5,20,Cloudy,State Highway,Car,Poor Road Condition,Minor Injury
Gujarat,Chennai,2022,10,16,Clear,State Highway,Car,Poor Road Condition,Minor Injury
Tamil Nadu,Chennai,2018,12,15,Clear,State Highway,Bus,Poor Road Condition,Grievous Injury
Telangana,Chennai,2017,2,23,Rainy,National Highway,Auto Rickshaw,Poor Road Condition,Minor Injury
Kerala,Nagpur,2018,12,19,Cloudy,Urban Road,Car,Wrong Side Driving,Minor Injury
Gujarat,Nagpur,2019,7,23,Rainy,National Highway,Car,Mechanical Failure,Minor Injury
Kerala,Bengaluru,2022,7,12,Foggy,Rural Road,Auto Rickshaw,Mechanical Failure,Minor Injury
Kerala,Jaipur,2018,9,19,Rainy,State Highway,Two-Wheeler,Poor Road Condition,Minor Injury
Gujarat,Mumbai,2021,9,10,Clear,National Highway,Car,Overspeeding,Minor Injury
Maharashtra,Kochi,2018,4,7,Clear,Rural Road,Bus,Mechanical Failure,Fatal
Uttar Pradesh,Bengaluru,2020,5,20,Rainy,Rural Road,Auto Rickshaw,Wrong Side Driving,Fatal
Kerala,Bengaluru,2020,7,4,Foggy,Urban Road,Auto Rickshaw,Wrong Side Driving,Fatal
Gujarat,Pune,2023,10,1,Cloudy,State Highway,Car,Poor Road Condition,Grievous Injury
Gujarat,Kochi,2019,7,3,Clear,National Highway,Two-Wheeler,Wrong Side Driving,Grievous Injury
Rajasthan,Ahmedabad,2019,11,2,Clear,Rural Road,Two-Wheeler,Drunk Driving,Minor Injury
Maharashtra,Pune,2019,10,1,Foggy,Rural Road,Truck,Wrong Side Driving,Fatal
Andhra Pradesh,Ahmedabad,2021,11,2,Rainy,State Highway,Truck,Poor Road Condition,Minor Injury
Rajasthan,Jaipur,2022,8,15,Clear,National Highway,Bus,Poor Road Condition,Minor Injury
Rajasthan,Bhopal,2021,8,19,Clear,National Highway,Car,Poor Road Condition,Fatal
Madhya Pradesh,Ahmedabad,2023,2,8,Foggy,State Highway,Two-Wheeler,Overspeeding,Grievous Injury
Uttar Pradesh,Chennai,2018,12,5,Rainy,Rural Road,Truck,Signal Jumping,Minor Injury
Gujarat,Ahmedabad,2017,9,14,Foggy,Urban Road,Car,Mechanical Failure,Minor Injury
Uttar Pradesh,Kochi,2022,11,4,Foggy,State Highway,Car,Mechanical Failure,Minor Injury
Tamil Nadu,Nagpur,2020,4,8,Rainy,Rural Road,Two-Wheeler,Mechanical Failure,Minor Injury
Madhya Pradesh,Kochi,2020,1,23,Clear,Urban Road,Car,Wrong Side Driving,Fatal
Andhra Pradesh,Jaipur,2023,1,5,Cloudy,State Highway,Auto Rickshaw,Wrong Side Driving,Fatal
Uttar Pradesh,Bengaluru,2020,5,2,Cloudy,State Highway,Truck,Wrong Side Driving,Minor Injury
Karnataka,Chennai,2023,7,22,Cloudy,Rural Road,Bus,Signal Jumping,Minor Injury
Kerala,Bhopal,2018,5,12,Foggy,State Highway,Truck,Signal Jumping,Grievous Injury
Tamil Nadu,Jaipur,2018,3,21,Clear,National Highway,Car,Signal Jumping,Minor Injury
Maharashtra,Bengaluru,2019,11,14,Clear,National Highway,Auto Rickshaw,Signal Jumping,Minor Injury
Andhra Pradesh,Hyderabad,2017,7,10,Clear,Urban Road,Truck,Signal Jumping,Fatal
Tamil Nadu,Kochi,2019,1,15,Clear,State Highway,Two-Wheeler,Mechanical Failure,Minor Injury
Kerala,Jaipur,2018,11,14,Foggy,National Highway,Auto Rickshaw,Mechanical Failure,Fatal
Madhya Pradesh,Kochi,2021,1,23,Cloudy,Rural Road,Truck,Signal Jumping,Minor Injury
Kerala,Bhopal,2019,12,5,Cloudy,Rural Road,Car,Mechanical Failure,Minor Injury
Rajasthan,Bengaluru,2022,2,13,Rainy,Rural Road,Two-Wheeler,Signal Jumping,Fatal
Kerala,Kochi,2018,1,10,Clear,National Highway,Car,Signal Jumping,Minor Injury
Rajasthan,Nagpur,2018,9,19,Cloudy,State Highway,Car,Signal Jumping,Grievous Injury
Madhya Pradesh,Ahmedabad,2021,4,9,Cloudy,State Highway,Two-Wheeler,Mechanical Failure,Minor Injury
Telangana,Pune,2021,7,15,Clear,State Highway,Auto Rickshaw,Drunk Driving,Fatal
Rajasthan,Bhopal,2021,5,11,Clear,Urban Road,Truck,Drunk Driving,Grievous Injury
Maharashtra,Pune,2017,7,6,Cloudy,State Highway,Auto Rickshaw,Poor Road Condition,Minor Injury
Kerala,Mumbai,2022,7,6,Rainy,National Highway,Two-Wheeler,Poor Road Condition,Minor Injury
Kerala,Ahmedabad,2018,1,23,Clear,National Highway,Truck,Drunk Driving,Minor Injury
Maharashtra,Bhopal,2021,1,17,Cloudy,State Highway,Two-Wheeler,Overspeeding,Minor Injury
Karnataka,Jaipur,2017,11,14,Rainy,Rural Road,Bus,Drunk Driving,Fatal
Gujarat,Nagpur,2020,3,5,Foggy,Urban Road,Bus,Drunk Driving,Grievous Injury
Telangana,Jaipur,2022,10,18,Rainy,Urban Road,Auto Rickshaw,Drunk Driving,Grievous Injury
Andhra Pradesh,Hyderabad,2023,2,7,Clear,National Highway,Two-Wheeler,Wrong Side Driving,Fatal
Rajasthan,Mumbai,2023,7,19,Foggy,Urban Road,Truck,Signal Jumping,Grievous Injury
Maharashtra,Nagpur,2020,3,14,Rainy,Rural Road,Auto Rickshaw,Poor Road Condition,Minor Injury
Madhya Pradesh,Kochi,2020,7,3,Cloudy,State Highway,Bus,Mechanical Failure,Grievous Injury
Rajasthan,Kochi,2018,9,17,Clear,Urban Road,Bus,Wrong Side Driving,Grievous Injury
Gujarat,Chennai,2017,12,12,Foggy,Urban Road,Bus,Signal Jumping,Minor Injury
Madhya Pradesh,Kochi,2017,11,21,Cloudy,National Highway,Auto Rickshaw,Drunk Driving,Minor Injury
Tamil Nadu,Bengaluru,2020,1,21,Foggy,Rural Road,Truck,Drunk Driving,Grievous Injury
Kerala,Mumbai,2022,3,0,Rainy,National Highway,Bus,Wrong Side Driving,Minor Injury
Tamil Nadu,Bengaluru,2019,11,7,Cloudy,National Highway,Auto Rickshaw,Mechanical Failure,Grievous Injury
Rajasthan,Ahmedabad,2020,6,18,Clear,Urban Road,Auto Rickshaw,Wrong Side Driving,Minor Injury
Gujarat,Chennai,2018,9,16,Cloudy,National Highway,Car,Wrong Side Driving,Minor Injury
Telangana,Chennai,2020,5,9,Rainy,National Highway,Car,Poor Road Condition,Minor Injury
Rajasthan,Kochi,2022,3,0,Foggy,Urban Road,Truck,Signal Jumping,Fatal
Maharashtra,Nagpur,2022,8,0,Cloudy,Urban Road,Bus,Overspeeding,Minor Injury
Uttar Pradesh,Ahmedabad,2020,12,20,Foggy,Urban Road,Car,Poor Road Condition,Minor Injury
Rajasthan,Hyderabad,2017,5,4,Clear,State Highway,Truck,Mechanical Failure,Minor Injury
Kerala,Mumbai,2020,6,0,Cloudy,Rural Road,Car,Mechanical Failure,Fatal
Kerala,Mumbai,2021,2,20,Foggy,State Highway,Bus,Wrong Side Driving,Minor Injury
Rajasthan,Bhopal,2021,4,22,Clear,Urban Road,Auto Rickshaw,Wrong Side Driving,Minor Injury
Madhya Pradesh,Jaipur,2019,1,20,Rainy,Rural Road,Bus,Drunk Driving,Minor Injury
Uttar Pradesh,Kochi,2018,4,19,Cloudy,National Highway,Car,Wrong Side Driving,Minor Injury
Maharashtra,Bhopal,2018,1,12,Cloudy,Rural Road,Bus,Signal Jumping,Grievous Injury
Rajasthan,Hyderabad,2023,4,8,Cloudy,Urban Road,Auto Rickshaw,Drunk Driving,Minor Injury
Madhya Pradesh,Chennai,2017,2,15,Foggy,State Highway,Two-Wheeler,Overspeeding,Grievous Injury
Kerala,Pune,2018,6,7,Foggy,Rural Road,Auto Rickshaw,Signal Jumping,Grievous Injury
Kerala,Hyderabad,2019,6,13,Clear,National Highway,Car,Mechanical Failure,Minor Injury
Gujarat,Hyderabad,2021,8,16,Cloudy,State Highway,Auto Rickshaw,Mechanical Failure,Minor Injury
Rajasthan,Nagpur,2017,9,3,Clear,State Highway,Truck,Signal Jumping,Minor Injury
Uttar Pradesh,Nagpur,2022,8,6,Cloudy,State Highway,Bus,Poor Road Condition,Minor Injury
Karnataka,Nagpur,2021,1,16,Rainy,State Highway,Two-Wheeler,Wrong Side Driving,Minor Injury
Uttar Pradesh,Nagpur,2019,3,23,Cloudy,National Highway,Two-Wheeler,Wrong Side Driving,Fatal
Kerala,Jaipur,2017,6,15,Clear,Urban Road,Bus,Wrong Side Driving,Minor Injury
Kerala,Kochi,2020,1,13,Foggy,National Highway,Bus,Mechanical Failure,Minor Injury
Tamil Nadu,Mumbai,2018,8,15,Rainy,Urban Road,Truck,Signal Jumping,Minor Injury
Kerala,Kochi,2019,6,1,Rainy,Urban Road,Auto Rickshaw,Wrong Side Driving,Minor Injury
Maharashtra,Kochi,2017,1,23,Cloudy,Rural Road,Two-Wheeler,Poor Road Condition,Fatal
Andhra Pradesh,Mumbai,2021,10,14,Rainy,National Highway,Car,Drunk Driving,Fatal
Rajasthan,Nagpur,2017,2,10,Clear,Urban Road,Bus,Mechanical Failure,Grievous Injury
Uttar Pradesh,Kochi,2020,6,12,Clear,National Highway,Bus,Poor Road Condition,Minor Injury
Andhra Pradesh,Jaipur,2019,10,3,Cloudy,National Highway,Two-Wheeler,Signal Jumping,Minor Injury
Madhya Pradesh,Nagpur,2017,8,23,Foggy,Urban Road,Bus,Poor Road Condition,Grievous Injury
Karnataka,Jaipur,2022,5,0,Rainy,Urban Road,Two-Wheeler,Signal Jumping,Fatal
Maharashtra,Bhopal,2019,1,14,Rainy,State Highway,Car,Signal Jumping,Minor Injury
Uttar Pradesh,Kochi,2019,10,11,Cloudy,Rural Road,Car,Signal Jumping,Minor Injury
Andhra Pradesh,Bengaluru,2021,2,20,Rainy,Urban Road,Two-Wheeler,Overspeeding,Minor Injury
Karnataka,Jaipur,2023,4,8,Foggy,Urban Road,Bus,Drunk Driving,Fatal
Tamil Nadu,Bhopal,2018,4,6,Cloudy,Urban Road,Truck,Poor Road Condition,Minor Injury
Maharashtra,Ahmedabad,2023,7,2,Clear,Rural Road,Truck,Overspeeding,Grievous Injury
Maharashtra,Ahmedabad,2022,2,15,Rainy,National Highway,Auto Rickshaw,Poor Road Condition,Minor Injury
Tamil Nadu,Bhopal,2020,7,3,Cloudy,State Highway,Truck,Wrong Side Driving,Grievous Injury
Rajasthan,Chennai,2017,7,22,Clear,State Highway,Bus,Poor Road Condition,Grievous Injury
Tamil Nadu,Chennai,2023,7,13,Clear,National Highway,Truck,Overspeeding,Grievous Injury
Maharashtra,Nagpur,2018,3,21,Clear,Rural Road,Auto Rickshaw,Overspeeding,Grievous Injury
Maharashtra,Chennai,2021,6,12,Cloudy,Rural Road,Car,Mechanical Failure,Minor Injury
Andhra Pradesh,Ahmedabad,2018,12,19,Cloudy,Urban Road,Two-Wheeler,Signal Jumping,Grievous Injury
Kerala,Chennai,2019,6,18,Clear,Rural Road,Truck,Overspeeding,Minor Injury
Karnataka,Bengaluru,2019,4,1,Clear,Rural Road,Two-Wheeler,Signal Jumping,Minor Injury
Tamil Nadu,Ahmedabad,2020,1,9,Cloudy,Urban Road,Two-Wheeler,Drunk Driving,Minor Injury
Karnataka,Jaipur,2022,9,18,Cloudy,National Highway,Car,Overspeeding,Grievous Injury
Tamil Nadu,Hyderabad,2017,2,14,Foggy,State Highway,Auto Rickshaw,Mechanical Failure,Grievous Injury
Madhya Pradesh,Chennai,2017,9,6,Clear,National Highway,Bus,Mechanical Failure,Minor Injury
Maharashtra,Chennai,2021,8,14,Rainy,National Highway,Bus,Wrong Side Driving,Minor Injury
Kerala,Kochi,2020,1,16,Rainy,Urban Road,Bus,Overspeeding,Grievous Injury
Andhra Pradesh,Mumbai,2017,11,23,Cloudy,National Highway,Auto Rickshaw,Drunk Driving,Grievous Injury
Kerala,Bengaluru,2022,7,15,Rainy,Rural Road,Auto Rickshaw,Signal Jumping,Fatal
Kerala,Ahmedabad,2019,10,16,Cloudy,National Highway,Auto Rickshaw,Poor Road Condition,Minor Injury
Kerala,Ahmedabad,2020,3,15,Foggy,National Highway,Truck,Poor Road Condition,Minor Injury
Karnataka,Pune,2018,10,17,Cloudy,Urban Road,Two-Wheeler,Poor Road Condition,Fatal
Tamil Nadu,Mumbai,2023,10,16,Clear,Urban Road,Auto Rickshaw,Poor Road Condition,Grievous Injury
Telangana,Chennai,2023,9,3,Cloudy,State Highway,Auto Rickshaw,Overspeeding,Minor Injury
Madhya Pradesh,Bhopal,2020,5,1,Rainy,Rural Road,Truck,Wrong Side Driving,Minor Injury
Uttar Pradesh,Kochi,2020,11,16,Rainy,Rural Road,Two-Wheeler,Mechanical Failure,Fatal
Kerala,Jaipur,2022,3,16,Rainy,State Highway,Bus,Poor Road Condition,Grievous Injury
Rajasthan,Kochi,2022,8,1,Clear,State Highway,Car,Overspeeding,Minor Injury
Karnataka,Chennai,2017,12,21,Cloudy,Urban Road,Auto Rickshaw,Wrong Side Driving,Minor Injury
Andhra Pradesh,Pune,2023,3,1,Cloudy,State Highway,Auto Rickshaw,Drunk Driving,Minor Injury
Uttar Pradesh,Hyderabad,2021,7,14,Rainy,National Highway,Car,Poor Road Condition,Minor Injury
Telangana,Ahmedabad,2021,7,15,Clear,State Highway,Auto Rickshaw,Signal Jumping,Minor Injury
Rajasthan,Jaipur,2022,7,10,Rainy,National Highway,Auto Rickshaw,Drunk Driving,Grievous Injury
Telangana,Mumbai,2017,12,1,Rainy,State Highway,Auto Rickshaw,Drunk Driving,Minor Injury
Uttar Pradesh,Chennai,2017,1,7,Clear,Urban Road,Car,Poor Road Condition,Minor Injury
Kerala,Bengaluru,2017,11,20,Rainy,Rural Road,Truck,Signal Jumping,Minor Injury
Rajasthan,Bhopal,2022,5,23,Foggy,National Highway,Truck,Overspeeding,Grievous Injury
Telangana,Kochi,2021,12,11,Clear,Rural Road,Car,Signal Jumping,Minor Injury
Andhra Pradesh,Pune,2017,11,13,Rainy,National Highway,Truck,Wrong Side Driving,Grievous Injury
Tamil Nadu,Hyderabad,2022,1,13,Cloudy,Rural Road,Bus,Drunk Driving,Grievous Injury
Maharashtra,Nagpur,2018,7,23,Foggy,Urban Road,Bus,Poor Road Condition,Fatal
Tamil Nadu,Bhopal,2018,8,11,Cloudy,National Highway,Car,Signal Jumping,Grievous Injury
Uttar Pradesh,Chennai,2019,7,1,Cloudy,State Highway,Two-Wheeler,Mechanical Failure,Minor Injury
Karnataka,Hyderabad,2018,1,13,Foggy,Urban Road,Auto Rickshaw,Signal Jumping,Fatal
Maharashtra,Bhopal,2020,3,22,Clear,Rural Road,Two-Wheeler,Signal Jumping,Grievous Injury
Madhya Pradesh,Bhopal,2019,10,11,Rainy,National Highway,Auto Rickshaw,Wrong Side Driving,Minor Injury
Andhra Pradesh,Ahmedabad,2018,3,23,Cloudy,Urban Road,Truck,Poor Road Condition,Minor Injury
Madhya Pradesh,Bhopal,2020,7,8,Cloudy,Rural Road,Truck,Drunk Driving,Minor Injury
Rajasthan,Bengaluru,2018,4,7,Cloudy,National Highway,Bus,Wrong Side Driving,Minor Injury
Maharashtra,Hyderabad,2022,12,19,Clear,National Highway,Two-Wheeler,Wrong Side Driving,Minor Injury
Madhya Pradesh,Chennai,2023,3,15,Cloudy,Urban Road,Car,Mechanical Failure,Minor Injury
Madhya Pradesh,Chennai,2020,6,9,Cloudy,Rural Road,Auto Rickshaw,Wrong Side Driving,Minor Injury
Telangana,Bengaluru,2017,12,6,Cloudy,Rural Road,Truck,Poor Road Condition,Minor Injury
Tamil Nadu,Mumbai,2022,10,14,Foggy,National Highway,Auto Rickshaw,Wrong Side Driving,Minor Injury
Telangana,Hyderabad,2023,6,8,Foggy,Rural Road,Car,Mechanical Failure,Grievous Injury
Maharashtra,Bhopal,2020,10,3,Cloudy,State Highway,Auto Rickshaw,Overspeeding,Minor Injury
Maharashtra,Pune,2022,5,22,Clear,State Highway,Bus,Wrong Side Driving,Fatal
Uttar Pradesh,Jaipur,2017,12,5,Clear,National Highway,Car,Signal Jumping,Minor Injury
Telangana,Hyderabad,2020,6,11,Rainy,Rural Road,Car,Wrong Side Driving,Fatal
Gujarat,Nagpur,2020,3,14,Foggy,National Highway,Auto Rickshaw,Drunk Driving,Minor Injury
Tamil Nadu,Pune,2023,10,18,Clear,State Highway,Auto Rickshaw,Signal Jumping,Fatal
Maharashtra,Bengaluru,2022,5,21,Cloudy,National Highway,Truck,Signal Jumping,Minor Injury
Uttar Pradesh,Bhopal,2018,9,23,Foggy,National Highway,Auto Rickshaw,Overspeeding,Minor Injury
Telangana,Mumbai,2020,4,1,Clear,Urban Road,Car,Drunk Driving,Minor Injury
Tamil Nadu,Nagpur,2018,11,18,Rainy,Urban Road,Auto Rickshaw,Drunk Driving,Fatal
Telangana,Mumbai,2020,2,23,Cloudy,State Highway,Truck,Drunk Driving,Minor Injury
Madhya Pradesh,Mumbai,2021,5,19,Foggy,Rural Road,Two-Wheeler,Wrong Side Driving,Minor Injury
Uttar Pradesh,Kochi,2019,3,19,Rainy,State Highway,Bus,Wrong Side Driving,Minor Injury
Tamil Nadu,Ahmedabad,2018,12,1,Rainy,Rural Road,Car,Signal Jumping,Minor Injury
Kerala,Nagpur,2018,3,14,Foggy,Rural Road,Truck,Overspeeding,Minor Injury
Rajasthan,Jaipur,2023,4,11,Clear,Urban Road,Bus,Wrong Side Driving,Grievous Injury
Rajasthan,Ahmedabad,2017,12,0,Cloudy,Urban Road,Auto Rickshaw,Poor Road Condition,Minor Injury
Tamil Nadu,Nagpur,2021,4,22,Rainy,State Highway,Auto Rickshaw,Poor Road Condition,Minor Injury
Telangana,Mumbai,2017,5,13,Rainy,State Highway,Two-Wheeler,Wrong Side Driving,Grievous Injury
Uttar Pradesh,Ahmedabad,2021,7,3,Foggy,State Highway,Auto Rickshaw,Overspeeding,Grievous Injury
Rajasthan,Nagpur,2021,4,21,Foggy,Urban Road,Bus,Drunk Driving,Minor Injury
Uttar Pradesh,Jaipur,2022,11,23,Foggy,Urban Road,Truck,Signal Jumping,Minor Injury
Rajasthan,Pune,2022,7,10,Rainy,National Highway,Two-Wheeler,Wrong Side Driving,Fatal
Madhya Pradesh,Hyderabad,2022,9,6,Clear,State Highway,Bus,Overspeeding,Grievous Injury
